numberOfViews,m,name,video_id,category,created,creator,location,length,actors0,actors1,actors2,actors3,actors4,user_id,fullname,age,gender,average_watch_time
2,1.58,Wayward Wind,4c47c840-6aea-42cd-8e2a-88645a91e679,Stage And Screen,2013-01-13T19:26:01.553Z,Francis Ford Coppola,United Kingdom,24,Hagen Spitzmüller,Mirco Hartz,Elia Geyer,Oke Mensing,Maik Balnuweit,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,2.955,My Love,4c6a9679-a53c-44b2-b908-80323e98d5fc,Pop,2015-05-12T08:31:50.732Z,Christopher Nolan,United Kingdom,20,Ivan Poschmann,Lene Philipp,Henrike Fricke,Emmely Rohrer,Alexia Lübke,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.66,(I've Got a Gal In) Kalamazoo,4d83e359-f4f9-4e85-9a6f-4eaaf5008586,Blues,2015-12-30T14:45:53.121Z,Quentin Tarantino,United Kingdom,15,Vin Forst,Lennie Mattern,Sebastian Greb,Norman Gerschler,Fiona Motzenbbäcker,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.39,Private Eyes,4d8d9f27-c166-4e8e-8162-f11f1051cada,Latin,2013-04-16T03:00:54.620Z,Hayao Miyazaki,United Kingdom,21,Tiago Forkel,Jens Will,Liana Herrmann,Sebastian Greb,,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.12000000000000001,Bridge Over Troubled Water,4ec38520-f872-405e-bc6e-932fc39e20f6,Jazz,2022-10-20T20:16:12.901Z,Francis Ford Coppola,United Kingdom,5,Eva Wiechmann,Anja Peter,Dr. Jolin Benzing,Loris Porsche,Ina Ewald,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.62,On Bended Knee,5053c6ce-9fe2-45f3-bfa9-fdc71151be98,Metal,2000-12-28T19:00:15.076Z,Steven Spielberg,United Kingdom,18,Hagen Spitzmüller,Dr. Paulina Ophey,Melinda Reimann,Maik Balnuweit,Jens Will,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.5800000000000001,My Life,505f8a9f-e57c-4629-b5a7-5cc76c450498,Pop,2014-12-22T04:36:22.536Z,Quentin Tarantino,United Kingdom,24,Sebastian Greb,Sienna Schultz,Maik Sagonas,Thomas Holdt,Riccardo Tischmann,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.08,Under the Bridge,50b6035e-9322-4676-94f4-e7babeff5478,Funk,2014-05-06T02:02:48.637Z,Martin Scorsese,United Kingdom,7,Sebastian Greb,Leonora Mulrain,Frau Josephine Rittweg,Yunus Kaul,Neele Alizadeh,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.37,Dancing in the Dark,50da7aa0-0a52-4cdf-a908-b21bb0df9edd,Non Music,2000-11-03T00:01:13.924Z,Francis Ford Coppola,United Kingdom,21,Niclas Huth,Patrice Evers,Lynn Brinkmann,Charlotta Tischler,Denise Muckenthaler,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.64,Before The Next Teardrop Falls,53c16d04-bcbb-4af2-8e57-615ffc5cdb02,Funk,2014-03-06T08:05:00.287Z,Francis Ford Coppola,United Kingdom,18,Ron Manns,Ina Ewald,Luca Streese,Aliya Cors,Viktoria Blank,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.5800000000000001,Mrs Brown You've Got a Lovely Daughter,5596e0a0-d7a2-431c-8399-27d1fcbba881,Hip Hop,2022-04-01T08:36:18.545Z,Alfred Hitchcock,United Kingdom,24,Lennie Mattern,Maik Sagonas,Theresa Pressler,Peter Stolz,Elias Cordes,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.265,Don't Be Cruel,5720b705-3319-4e10-a119-35e6edda6e11,Hip Hop,2007-01-01T08:17:45.639Z,Francis Ford Coppola,United Kingdom,30,Lynn Brinkmann,Lennie Mattern,Melinda Reimann,Theresa Pressler,Frau Josephine Rittweg,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.16,Mr Brightside,5783da25-b005-4171-aab9-3d1140a3b789,Blues,2020-09-08T04:55:04.179Z,Spike Lee,United Kingdom,9,Melinda Reimann,Maike Koubaa,Maryam Briesenick,Aliya Cors,Sienna Schultz,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.1,Temperature,5968fa81-9437-4a25-bb5d-271906616cc6,Hip Hop,2017-10-13T01:09:53.649Z,James Cameron,United Kingdom,1,Paul Klapper,Lennie Mattern,Mirco Hartz,Neele Alizadeh,Luca Streese,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.455,Paperback Writer,59ed040e-2fcb-4568-8b70-683a91972ea4,Latin,2005-10-27T04:20:12.183Z,Francis Ford Coppola,United Kingdom,13,Patrice Evers,Franz Illing,Fiona Motzenbbäcker,Prof. Dr. Tom Zahn,Dr. Paulina Ophey,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.14,Viva La Vida,5a248092-d175-467e-9c43-4bbe96b81f9b,Funk,2002-11-16T22:12:23.875Z,Alfred Hitchcock,United Kingdom,1,Frau Josephine Rittweg,Julian Wollenberg,Loris Porsche,Malia De,,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,3.08,Swanee,5a673a4e-166b-4e89-88a2-4cc840596c05,Metal,2006-01-18T07:06:40.024Z,Christopher Nolan,United Kingdom,15,Liana Herrmann,Dr. Jolin Benzing,Dr. Dorothea Langhirt,Emmely Rohrer,,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.28500000000000003,ABC,5ae42d70-a974-4ce1-be24-c10f4eb8576d,Blues,2007-12-18T01:16:42.691Z,Alfred Hitchcock,United Kingdom,30,Peter Stolz,Elia Geyer,Oke Schultze,Aurora Vater,Liz Moormann,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.455,Don't Worry Be Happy,5b41a190-a2f4-41f0-8fd4-0391ec233019,Non Music,2000-11-23T02:11:00.101Z,Christopher Nolan,United Kingdom,20,Franziska Abraham,Elias Cordes,Marc Nastvogel,Anja Peter,Henrike Fricke,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
2,1.6600000000000001,Incense & Peppermints,5b4360fd-6197-416a-8af6-2a1615667c63,Soul,2006-04-30T01:19:27.530Z,Christopher Nolan,United Kingdom,14,Vivienne Buchrucker,Tiago Forkel,Prof. Dr. Claas Zaituc,Herr Danny Steinkamp,Franz Illing,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,2.58,Love to Love You Baby,5bbb0f43-24de-45c6-8b55-fce2eb9d7b1f,Rap,2008-08-19T22:37:49.275Z,Steven Spielberg,United Kingdom,5,Yunus Kaul,Aliya Cors,Lynn Brinkmann,Kim Platzer,Liz Moormann,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,2.705,December 1963 (Oh What a Night),5cc7d4f5-57c7-4ec9-bb9e-93df0664d0aa,Rap,2014-07-27T05:07:28.618Z,James Cameron,United Kingdom,10,Prof. Dr. Claas Zaituc,Alexia Lübke,Ana Hillard,Prof. Dr. Mads Humbert,Anton Daudrich,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.7050000000000001,I'm Yours,5cd14c40-4665-4b5a-b330-a444d8e7946d,Country,2018-01-16T15:23:44.399Z,Hayao Miyazaki,United Kingdom,16,Julian Wollenberg,Lennie Mattern,Thomas Holdt,Levi Decker,,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.08,Call Me Maybe,5e5a19a4-602b-4647-b9f3-18b24a2ec7af,Non Music,2007-12-06T22:29:44.839Z,Steven Spielberg,United Kingdom,4,Hagen Spitzmüller,Anton Daudrich,James Franke,Maike Koubaa,Janosch Östringer,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.6,Wichita Lineman,5e8b4429-2452-4762-a672-523a3cf72ff3,Rap,2016-11-11T21:47:52.216Z,Francis Ford Coppola,United Kingdom,18,Maik Balnuweit,Sienna Schultz,Maryam Briesenick,Peter Stolz,Tiago Forkel,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.375,My Sharona,5efbd831-1ba6-4d82-a0ed-bfb312c62157,Blues,2003-02-27T13:04:48.315Z,Spike Lee,United Kingdom,23,Nathan Zimanyi,Pit Benzing,Luca Streese,Nora Naubert,Leonora Mulrain,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.1,You Always Hurt the One You Love,60b5526d-a9dd-4f89-ae78-7e3135acd2cc,World,2004-02-04T19:26:50.555Z,Stanley Kubrick,United Kingdom,6,Eva Wiechmann,Maike Koubaa,Lynn Brinkmann,Levin Balck,Aurora Vater,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.35,Born in the USA,61e118da-0359-4252-906a-f162a35d2d3b,World,2006-07-25T11:42:32.937Z,Quentin Tarantino,United Kingdom,11,James Franke,Jens Will,Elias Cordes,Nathan Zimanyi,Liana Herrmann,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,2.83,Killing Me Softly With His Song,644a38dc-4c68-4ad8-ae04-9236a4c5b8bb,Blues,2004-07-18T09:04:28.926Z,Alfred Hitchcock,United Kingdom,26,Frau Josephine Rittweg,Herr Danny Steinkamp,Lian Komoll,Loris Porsche,Theresa Pressler,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.62,Sugar Sugar,64c03f9b-b7cd-4d5a-b878-f917c0c516e3,Latin,2016-04-23T21:27:23.756Z,Quentin Tarantino,United Kingdom,15,Jil Beck,Janosch Östringer,Riccardo Tischmann,Thomas Holdt,Vivienne Buchrucker,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.1,The End of the World,6592973a-9c38-43af-bca3-17fec922db66,Blues,2011-09-26T13:08:42.824Z,Alfred Hitchcock,United Kingdom,8,Nora Naubert,Melinda Reimann,Jil Beck,Thomas Holdt,Neele Alizadeh,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
1,0.79,Happy Together,668d072a-486c-4f27-90f5-de1b948cc8c4,Funk,2015-07-30T03:12:39.747Z,Stanley Kubrick,United Kingdom,21,Dr. Jolin Benzing,Fiona Motzenbbäcker,Andrew Schellenbeck,Finnley Heiser,Liz Moormann,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.725,Uncle Albert (Admiral Halsey),683806c8-7c37-471a-9cc3-97ef33ff6543,Blues,2005-01-11T11:30:33.628Z,Martin Scorsese,United Kingdom,16,Denise Muckenthaler,Jonte Kron,Jil Beck,Peter Stolz,Elia Geyer,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.5,She Drives Me Crazy,68cb9389-b906-431b-9105-2e0bd2d247d5,World,2011-11-27T23:45:35.236Z,Quentin Tarantino,United Kingdom,18,Melissa Hildenbrand,Anja Heydemüller,Lene Philipp,Riccardo Tischmann,Ina Ewald,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
2,1.62,Pennies From Heaven,6ab005bc-02f7-4e0c-b2a8-edc966ff8ffd,Metal,2004-01-12T07:46:11.297Z,Steven Spielberg,United Kingdom,22,Sönke Mues,Lian Komoll,Laureen Geissler,Curt Seiders,Yannis Alizadeh,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,2.58,Waiting For a Girl Like You,6d431131-55f7-410b-9b96-c52fc451ce33,Electronic,2011-05-28T14:09:02.416Z,Martin Scorsese,United Kingdom,1,Melinda Reimann,Maryam Briesenick,Lene Philipp,Carlotta Elbe,Patrice Evers,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.455,April Showers,6e404e18-b1f1-4620-b230-01aec6d41731,Electronic,2006-08-27T06:18:21.218Z,Stanley Kubrick,United Kingdom,20,Zehra Donie,Karim Neubauer,Prof. Dr. Mads Humbert,Aliya Cors,Finnley Heiser,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.5,With Or Without You,70bc372e-9250-445f-b247-54d2e245f1e8,Jazz,2011-05-20T21:00:23.966Z,Hayao Miyazaki,United Kingdom,24,Aurora Vater,Sienna Schultz,Vivienne Buchrucker,Aliya Cors,,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.375,Daydream Believer,727bb2a4-6329-4f50-aa95-67745b2ba1c9,Rock,2010-03-12T03:47:01.221Z,Martin Scorsese,United Kingdom,19,Maike Koubaa,Nathan Zimanyi,Aliya Cors,Hagen Spitzmüller,Julian Wollenberg,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.08,Crimson & Clover,72cd6b6d-467a-4650-930c-ccff9fa49945,Rap,2008-04-17T21:18:38.939Z,James Cameron,United Kingdom,3,Elia Geyer,Ina Ewald,Janosch Östringer,Maike Koubaa,,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
1,0.56,King of the Road,7310c8a1-ea9a-4486-bf1b-eec4784ea84e,Folk,2007-06-12T23:45:14.927Z,Quentin Tarantino,United Kingdom,9,Viktoria Blank,Maryam Briesenick,Cora Jamrozy,Prof. Dr. Claas Zaituc,,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.25,Everybody Loves Somebody,74fb4f18-6043-45fa-a9a6-a3e5cf59717b,Country,2008-12-31T00:14:07.547Z,Stanley Kubrick,United Kingdom,11,Aimee Bogdashin,Ina Ewald,Oke Schultze,Yunus Kaul,Maik Sagonas,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.12000000000000001,We Are Family,760195c7-f781-49cf-af1c-02810e43fbc6,Soul,2006-05-13T03:58:33.306Z,Stanley Kubrick,United Kingdom,9,Niclas Huth,Levi Decker,Wibke Neuschwander,Henrike Fricke,Anja Peter,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.6,Wanted,77a64f08-51a6-4e90-bb28-ef0d3cb8799f,Jazz,2005-08-09T03:16:54.613Z,Stanley Kubrick,United Kingdom,14,Sofia Marxen,Sienna Schultz,Melinda Reimann,Neele Alizadeh,Lynn Brinkmann,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.35,I Will Always Love You,7ab3acf2-f04c-48b4-a6fc-e6ce466c72aa,World,2012-01-23T10:28:57.015Z,Christopher Nolan,United Kingdom,21,Magdalena Schönball,Kim Platzer,Anja Peter,Alexia Lübke,Ana Hillard,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
2,0.9600000000000001,Heartbreak Hotel,7be0663d-d7c7-4ff5-9572-6f4b0d0a4172,Pop,2005-09-18T16:26:23.784Z,Stanley Kubrick,United Kingdom,0,Ina Ewald,Prof. Dr. Tom Zahn,Mirco Hartz,Anja Peter,Neele Alizadeh,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.1,Green Onions,7c93217e-6b8a-4bf5-b015-f50bc1a36b1a,Funk,2010-10-16T22:29:01.998Z,Steven Spielberg,United Kingdom,6,Tessa Kleinmann,Anton Daudrich,Ron Manns,Kim Platzer,Dr. Paulina Ophey,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.16,Twist & Shout,7d3285d3-2f58-4748-8855-dacfcafeac3d,Funk,2010-11-23T12:27:12.004Z,Alfred Hitchcock,United Kingdom,3,Oke Mensing,Franz Illing,Fiona Motzenbbäcker,Viktoria Blank,,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
2,1.5,Ring My Bell,7f85bd1b-af47-45cc-8f1e-10e0b24b290c,Soul,2002-04-07T06:00:48.312Z,Alfred Hitchcock,United Kingdom,21,Loris Porsche,Maike Koubaa,Aliya Cors,Janosch Östringer,Vin Forst,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.35,I'm So Lonesome I Could Cry,82f21c26-dffa-4c5e-999a-502f238a19ab,Electronic,2012-02-10T17:23:35.065Z,Alfred Hitchcock,United Kingdom,26,Henrike Fricke,Magdalena Schönball,Tiago Forkel,Fiona Motzenbbäcker,Peter Stolz,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.28500000000000003,Tom Dooley,84081f86-9eb3-4a0f-a6b1-189ea031efc3,Jazz,2006-11-09T06:11:19.729Z,Quentin Tarantino,United Kingdom,10,Lynn Brinkmann,Elias Cordes,Denise Muckenthaler,Levi Decker,Liz Moormann,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.475,Knock Three Times,851d90cc-eee7-4ba2-8d44-6bbf8a7525e2,Hip Hop,2022-03-07T22:24:10.055Z,Martin Scorsese,United Kingdom,19,Herr Danny Steinkamp,Levin Balck,Malia De,Riccardo Tischmann,Dr. Dorothea Langhirt,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.12000000000000001,I'm So Lonesome I Could Cry,85d9558b-b85d-4916-b3ed-01764f53228a,Blues,2015-09-05T14:32:22.801Z,Alfred Hitchcock,United Kingdom,7,Tiago Forkel,Dr. Jolin Benzing,Herr Danny Steinkamp,Melissa Hildenbrand,Janosch Östringer,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.5,Cathy's Clown,86a2e30f-a928-4b12-aba5-1a93439361dc,Rap,2016-02-06T16:37:00.408Z,Stanley Kubrick,United Kingdom,18,Alexia Lübke,Emmely Rohrer,Eva Wiechmann,Mirco Hartz,Maryam Briesenick,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
2,1.62,(Let Me Be Your) Teddy Bear,86eb0e77-79de-4684-bc86-bf349a588dec,Classical,2009-04-01T23:14:03.631Z,Stanley Kubrick,United Kingdom,15,Maike Koubaa,Paul Klapper,Emmely Rohrer,Maryam Briesenick,Riccardo Tischmann,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
2,1.62,Stand By Me,872c54b4-cbeb-48cd-b07e-e8c3bcae8b2d,Classical,2016-07-13T04:37:33.872Z,Alfred Hitchcock,United Kingdom,21,Ivan Poschmann,Anton Daudrich,Niclas Huth,Richard Moser,Jil Beck,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.245,Kiss On My List,87d83581-08c4-42b6-b79a-743bb4f81a5c,Soul,2020-05-14T07:53:48.753Z,Stanley Kubrick,United Kingdom,30,Marc Nastvogel,Aliya Cors,Yunus Kaul,Eva Wiechmann,Maike Koubaa,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.08,Green River,88e0debe-61e3-480e-8243-f8f9539a5cd5,Non Music,2020-12-04T18:42:07.878Z,Steven Spielberg,United Kingdom,2,Oke Mensing,Jonte Kron,Cora Jamrozy,Aimee Bogdashin,Aurora Vater,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.745,Apologize,8bade5a3-c79a-46c5-940f-e5dfe49e34f7,Classical,2019-07-29T20:36:08.723Z,James Cameron,United Kingdom,16,Henrike Fricke,Levi Decker,Kim Platzer,Finnley Heiser,Maik Balnuweit,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.33,Ode To Billie Joe,8bc454b0-a6a9-4c2d-8e42-c7ff414b88d7,Folk,2022-05-05T04:26:06.771Z,Quentin Tarantino,United Kingdom,26,Cora Jamrozy,Lynn Brinkmann,Maik Sagonas,Franziska Abraham,Julian Kobs,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
2,2.04,Don't You Want Me,8c238139-41b7-49a9-a570-61c2b5df9fcb,Rap,2009-10-14T10:25:47.022Z,Spike Lee,United Kingdom,10,Nathan Zimanyi,Norman Gerschler,Lennie Mattern,Aurora Vater,,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.37,Can't Help Falling in Love,8c7f3edf-cf89-45dc-921a-697db780cdec,Soul,2010-05-05T00:05:14.058Z,Martin Scorsese,United Kingdom,11,Levin Balck,Pit Benzing,Janosch Östringer,Cora Jamrozy,Maike Koubaa,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.16,Kiss,8d04bc0c-4040-4d47-a27a-b314f16c3130,Rap,2018-08-08T07:18:28.374Z,Steven Spielberg,United Kingdom,2,Jil Beck,Maik Balnuweit,Curt Seiders,Herr Danny Steinkamp,Elia Geyer,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
1,0.75,People,8df0ff79-ddc1-4664-a974-d32e2f1af4ed,Country,2014-06-24T01:10:25.541Z,Martin Scorsese,United Kingdom,26,Richard Moser,Liana Herrmann,Cora Jamrozy,Herr Danny Steinkamp,Malia De,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.125,Theme From 'A Summer Place',8f4d3c4f-ce76-4203-ac01-d6509e35be9d,Hip Hop,2020-06-21T06:00:37.108Z,Quentin Tarantino,United Kingdom,22,Lian Komoll,Prof. Dr. Tom Zahn,Kim Platzer,Malia De,Maike Koubaa,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,2.705,Yeah!,900c8739-89b2-4904-8ec6-30523dc424c8,Rock,2020-12-09T16:37:54.921Z,Steven Spielberg,United Kingdom,30,Finnley Heiser,Luca Streese,Dennis Steinert,Jeremie Theele,Levin Balck,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.37,My Guy,90a7722a-ac3c-4e4f-85ba-65b728af8b0f,Metal,2005-07-23T17:42:39.548Z,Martin Scorsese,United Kingdom,26,Mirco Hartz,Thomas Holdt,Zehra Donie,Jeremie Theele,Liz Moormann,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.375,You're Beautiful,9180055c-9d49-4c5e-a784-a145e7f48ee3,Non Music,2013-07-21T03:22:25.501Z,Stanley Kubrick,United Kingdom,12,Paul Klapper,James Franke,Jonte Kron,Damien Morhelfer,Levin Balck,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.08,Bad Girls,9198e922-89a1-44c5-994c-e67947ea37e1,Rock,2019-08-08T19:04:41.480Z,Spike Lee,United Kingdom,9,Viktoria Blank,Peter Stolz,Julian Wollenberg,Laureen Geissler,Charlotta Tischler,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.225,Brother Louie,955f343b-3149-46e1-a904-44f4197a55fc,Blues,2017-01-18T16:23:45.154Z,Quentin Tarantino,United Kingdom,30,Sofia Marxen,Julian Wollenberg,Levi Decker,Riccardo Tischmann,Nathan Zimanyi,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.39,Grenade,9616771e-af00-4584-86a9-41cc473dd523,Non Music,2011-01-25T07:55:09.734Z,Steven Spielberg,United Kingdom,21,Lian Komoll,Luca Streese,Wibke Neuschwander,Frau Josephine Rittweg,,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
1,0.54,One of Us,97f9f243-a368-4d72-a7ba-1c42b5aebb9e,Reggae,2022-07-25T09:57:00.181Z,Steven Spielberg,United Kingdom,3,Karim Neubauer,Yannis Alizadeh,Levi Decker,Elias Cordes,Jeremie Theele,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.225,Till I Waltz Again With You,990dea53-ecec-4aa5-9992-393d3829f466,Jazz,2017-12-16T02:50:08.447Z,Christopher Nolan,United Kingdom,22,Theresa Pressler,Prof. Dr. Claas Zaituc,Oke Mensing,Emmely Rohrer,Liz Moormann,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.375,Rock the Boat,9a14a012-f68b-4a50-aed1-0f194e8502bf,Hip Hop,2006-08-16T20:43:18.476Z,Alfred Hitchcock,United Kingdom,20,Julian Kobs,Hagen Spitzmüller,Norman Gerschler,Lucian Büttner,Prof. Dr. Mads Humbert,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
2,1.62,Burn,9b456b2a-d751-441d-b84f-de5fe83b5e87,Hip Hop,2010-07-31T23:31:15.384Z,Christopher Nolan,United Kingdom,9,Sebastian Greb,Emmely Rohrer,Fiona Motzenbbäcker,Neele Alizadeh,Carlotta Elbe,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0,Hey There,9b717b4c-944d-43c2-952e-c1655eac2dce,Electronic,2002-12-08T02:31:33.858Z,Hayao Miyazaki,United Kingdom,2,Herr Danny Steinkamp,Damien Morhelfer,Prof. Dr. Tom Zahn,Theresa Pressler,James Franke,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
1,1.02,Make it With You,9ba67cbd-237e-48da-8bec-309366f1c6d7,Pop,2006-08-07T14:27:54.407Z,Francis Ford Coppola,United Kingdom,24,Levi Decker,Alexia Lübke,Tessa Kleinmann,Leonora Mulrain,Lynn Brinkmann,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
1,0.48000000000000004,Nights in White Satin,9dcf6537-c895-4888-a28b-09c71f9e6c5b,Non Music,2022-08-08T00:11:01.115Z,James Cameron,United Kingdom,7,Zehra Donie,Melinda Reimann,Levi Decker,Niclas Huth,James Franke,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
1,0.52,Some Enchanted Evening,a0e6d31e-121a-4ffc-af24-9f4d7e8e7c46,Soul,2003-05-22T06:06:48.730Z,Quentin Tarantino,United Kingdom,2,Janosch Östringer,Curt Seiders,Prof. Dr. Mads Humbert,Aliya Cors,Melinda Reimann,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.12000000000000001,One O'Clock Jump,a1ebdd0c-cbe2-4a33-9616-79da760c1ab8,Blues,2021-01-12T03:41:30.144Z,James Cameron,United Kingdom,8,Liana Herrmann,Dr. Paulina Ophey,Dr. Dorothea Langhirt,Julian Wollenberg,Elia Geyer,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
0,0.495,The Christmas Song (Chestnuts Roasting On An Open Fire),a235e286-14d6-44d4-8b1a-43ff1772891c,Pop,2010-03-23T15:52:48.856Z,Spike Lee,United Kingdom,20,Lucian Büttner,Loris Porsche,Patrice Evers,Mirco Hartz,Theresa Pressler,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
2,1.5,Help Me,a36e4b58-fd02-4ffd-92f6-bf9e8fa85c05,Folk,2016-04-29T23:11:36.554Z,Francis Ford Coppola,United Kingdom,1,Anja Peter,Jens Will,Gianluca Köseoglu,Sofia Marxen,Sienna Schultz,036c512b-8a9a-451a-b46e-83fc7c9ce673,Malin Christ,15,Male,12
